Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm
0.3513513513513514,0.3125,0.0,0.5263157894736842,0.5000000000000001
0.6824324324324325,0.8125,0.40000000000000013,0.8596491228070177,0.8333333333333335
0.5000000000000001,0.65625,0.40000000000000013,0.5964912280701755,0.5416666666666667
0.11486486486486489,0.375,0.8571428571428572,0.12280701754385964,0.08333333333333333
0.3445945945945946,0.75,0.4571428571428573,0.6842105263157895,0.5833333333333334
0.5608108108108109,0.28125,0.40000000000000013,0.6140350877192983,0.5833333333333334
0.0,0.125,0.40000000000000013,0.0701754385964912,0.04166666666666667
0.9864864864864865,0.625,0.40000000000000013,0.7368421052631579,0.7916666666666667
0.10810810810810811,0.1875,0.6857142857142859,0.0701754385964912,0.08333333333333333
0.33783783783783783,0.59375,0.5142857142857145,0.6140350877192983,0.5833333333333334
0.19594594594594597,0.09375,0.4571428571428573,0.10526315789473684,0.04166666666666667
0.16216216216216217,0.15625,0.40000000000000013,0.10526315789473684,0.04166666666666667
0.31756756756756754,0.25,0.8000000000000003,0.08771929824561403,0.04166666666666667
0.722972972972973,0.6875,0.11428571428571432,0.8421052631578946,0.7083333333333334
0.3783783783783784,0.125,0.05714285714285716,0.4035087719298245,0.375
0.8243243243243245,0.5625,0.22857142857142887,0.6842105263157895,0.7083333333333334
0.9391891891891893,0.6875,0.4571428571428573,0.807017543859649,0.9583333333333334
0.45945945945945954,0.34375,0.11428571428571432,0.5087719298245613,0.4166666666666667
0.3648648648648649,0.375,0.2857142857142858,0.6140350877192983,0.5000000000000001
0.6351351351351352,0.375,0.40000000000000013,0.5614035087719298,0.4583333333333333
0.7094594594594595,0.125,0.11428571428571432,0.6140350877192983,0.6666666666666667
0.31081081081081086,0.03125,0.5142857142857145,0.0701754385964912,0.04166666666666667
0.6486486486486487,0.53125,0.34285714285714297,0.5789473684210525,0.5000000000000001
